f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,seq_idx,pos
-0.122798213614158,-1.0,-0.21317174242116407,-0.30556976053783835,0.0,0.0,0.175491,0.21269296740994853,0.2950257289879931,0.0,1.0,1.0,1.0,0,1
-0.21317174242116407,-0.122798213614158,0.334260723280708,-0.24495632814737367,0.330203,-0.330203,0.0925045,0.21269296740994853,0.0017152658662092624,0.25,17.90909090909091,1.0,0.0,0,2
0.334260723280708,-0.21317174242116407,-0.060511456271584926,-0.024093307451068583,0.14481099999999997,0.14481099999999997,0.0477395,0.044596912521440824,0.0017152658662092624,0.5,0.11379310344827587,1.0,0.0,0,3
-0.060511456271584926,0.334260723280708,0.1235019860122919,-0.024093307451068583,0.07960400000000001,-0.07960400000000001,0.062017,0.044596912521440824,0.07032590051457976,0.75,2.248062015503876,1.0,1.0,0,4
0.1235019860122919,-0.060511456271584926,-1.0,-0.2287152973052763,0.26499600000000006,0.26499600000000006,0.106782,0.0017152658662092624,0.2950257289879931,1.0,0.2182741116751269,0.0,1.0,0,5
-0.122798213614158,-1.0,0.15850089788348543,-0.1101449936559038,0.0,0.0,0.175491,0.21269296740994853,0.2950257289879931,0.0,1.0,1.0,1.0,1,1
0.15850089788348543,-0.122798213614158,0.3860392497563273,-0.005719886170107716,0.558347,-0.558347,0.0930995,0.21269296740994853,0.0017152658662092624,0.25,15.972972972972974,1.0,0.0,1,2
0.3860392497563273,0.15850089788348543,0.07959812210013258,0.05439672048191487,0.390505,0.390505,0.039410999999999995,0.0017152658662092624,0.16295025728987994,0.5,0.1608695652173913,0.0,1.0,1,3
0.07959812210013258,0.3860392497563273,0.4490892011191945,0.05439672048191487,0.0009129999999999971,-0.0009129999999999971,0.044913499999999995,0.0017152658662092624,0.0017152658662092624,0.75,3.108108108108108,0.0,0.0,1,4
0.4490892011191945,0.07959812210013258,-1.0,-0.04264075092779847,0.04372300000000001,-0.04372300000000001,0.0443185,0.0017152658662092624,0.33962264150943394,1.0,0.3274336283185841,0.0,1.0,1,5
-0.122798213614158,-1.0,0.15850089788348543,-0.1101449936559038,0.0,0.0,0.175491,0.21269296740994853,0.2950257289879931,0.0,1.0,1.0,1.0,2,1
0.15850089788348543,-0.122798213614158,0.3860392497563273,-0.005719886170107716,0.558347,-0.558347,0.0930995,0.21269296740994853,0.0017152658662092624,0.25,15.972972972972974,1.0,0.0,2,2
0.3860392497563273,0.15850089788348543,0.2926202864809355,0.2143715111364178,0.390505,0.390505,0.039410999999999995,0.0017152658662092624,0.16295025728987994,0.5,0.1608695652173913,0.0,1.0,2,3
0.2926202864809355,0.3860392497563273,0.37666601672711664,0.2143715111364178,0.390505,-0.390505,0.034949499999999994,0.0017152658662092624,0.0017152658662092624,0.75,32.857142857142854,0.0,0.0,2,4
0.37666601672711664,0.2926202864809355,-1.0,0.16011369468490533,0.293351,0.293351,0.019929000000000002,0.0017152658662092624,0.07032590051457976,1.0,0.05426356589147287,0.0,1.0,2,5
0.334260723280708,-1.0,-0.014622890798941223,0.0006959095202186722,0.14481099999999997,0.14481099999999997,0.0477395,0.044596912521440824,0.0017152658662092624,0.0,0.11379310344827587,1.0,0.0,3,1
-0.014622890798941223,0.334260723280708,0.334260723280708,0.0006959095202186722,0.14481099999999997,-0.14481099999999997,0.0477395,0.044596912521440824,0.0017152658662092624,0.25,8.787878787878787,1.0,0.0,3,2
