comp0,comp1,comp2
0.0,1.0,3.2679064424932968e-31
0.0,1.0,5.436752906425474e-31
0.0,1.0,1.5342196629415464e-30
0.0,0.0,1.0
0.0,1.0,4.489898373296454e-31
0.0,1.0,4.384277022788584e-32
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,5.582391109956298e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.5883692928259585e-29
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.4304566674661827e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.111576288856443e-31
1.0,0.0,5.133476727545052e-31
0.0,1.0,4.720092178324929e-31
0.0,0.0,1.0
0.0,1.0,4.07419320923092e-31
0.0,1.0,3.610482736998156e-31
0.0,1.0,2.8701587405862504e-32
0.0,1.0,4.627854479416763e-31
0.0,1.0,5.196328546452214e-31
0.0,0.0,1.0
0.0,1.0,5.436752906425474e-31
0.0,0.0,1.0
0.0,1.0,2.051673773106958e-30
1.0,0.0,4.604079039900977e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.984349717682301e-31
0.0,0.0,1.0
1.0,0.0,1.3020721075091774e-31
0.0,1.0,1.5856306453305215e-30
1.0,0.0,1.2390720481476231e-31
0.0,0.0,1.0
0.0,1.0,1.8413164043569636e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,1.0066243545896525e-30
0.0,1.0,5.51554848628588e-30
0.0,1.0,5.083692717890507e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,8.99018844983976e-31
0.0,1.0,3.760827058773959e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.111576288856443e-31
0.0,0.0,1.0
1.0,0.0,3.962375047773256e-31
0.0,1.0,2.790006959371076e-30
1.0,0.0,2.0688116295645975e-31
1.0,0.0,2.0688116295645975e-31
0.0,0.0,1.0
1.0,0.0,4.604079039900977e-30
0.0,0.0,1.0
1.0,0.0,4.548270735946724e-31
1.0,0.0,2.111576288856443e-31
0.0,1.0,6.293721822382882e-35
1.0,0.0,2.1115762888564133e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,5.134051758478946e-29
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,8.938655881494657e-31
0.0,1.0,3.3330390372719727e-31
0.0,0.0,1.0
0.0,1.0,4.984349717682301e-31
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,1.0,3.4191063344680092e-31
0.0,1.0,3.4872524920484455e-31
0.0,1.0,6.419988579440815e-31
0.0,0.0,1.0
0.0,1.0,2.5239435281283666e-31
0.0,1.0,3.9332052352985106e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,2.8701587405862504e-32
1.0,0.0,3.824548496843969e-30
0.0,1.0,3.4872524920484455e-31
0.0,0.0,1.0
0.0,1.0,7.211958811769781e-31
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,1.0,1.1100313581336227e-29
0.0,1.0,4.489898373296454e-31
0.0,1.0,3.7275052646058445e-30
0.0,1.0,5.196328546452214e-31
0.0,1.0,3.9332052352985106e-31
0.0,1.0,1.2332136583045327e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,3.6802324548901786e-30
0.0,0.0,1.0
0.0,1.0,5.043263236215903e-30
0.0,0.0,1.0
0.0,1.0,3.895636039136323e-30
1.0,0.0,4.4986313796215745e-31
0.0,1.0,3.3748580048122394e-30
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.5001609379335585e-29
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.842228302985645e-32
0.0,1.0,2.927363831824598e-32
0.0,0.0,1.0
0.0,1.0,2.927363831824598e-32
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.4872524920484455e-31
0.0,1.0,6.8404722672099045e-31
0.0,1.0,4.293122347620627e-30
1.0,0.0,2.561563657321069e-31
1.0,0.0,5.224916662295315e-31
0.0,1.0,2.8701587405862504e-32
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,1.0,7.071026291749762e-31
0.0,1.0,5.083692717890507e-31
1.0,0.0,1.802778311124488e-30
1.0,0.0,1.2646850586411086e-31
1.0,0.0,1.2646850586411086e-31
1.0,0.0,1.2390720481476231e-31
1.0,0.0,1.2646850586411086e-31
0.0,0.0,1.0
0.0,1.0,5.514532585100959e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,5.582391109956377e-31
0.0,0.0,1.0
0.0,1.0,3.2679064424932968e-31
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
0.0,1.0,1.5615122179027462e-31
0.0,0.0,1.0
1.0,0.0,1.095604759587774e-30
0.0,0.0,1.0
1.0,0.0,4.604079039900977e-30
1.0,0.0,8.75762592045726e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.2640710380744197e-32
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
1.0,0.0,2.0688116295645975e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.5881441941324275e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,3.7275727595868154e-31
0.0,0.0,1.0
1.0,0.0,3.6802324548901786e-30
0.0,1.0,9.187556727066557e-30
0.0,0.0,1.0
0.0,1.0,4.07419320923092e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.1115762888564133e-31
1.0,0.0,2.111576288856443e-31
0.0,1.0,3.4872524920484455e-31
0.0,1.0,2.377496034994851e-31
0.0,0.0,1.0
1.0,0.0,2.068811629564568e-31
0.0,1.0,2.8701587405862504e-32
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,1.0,3.9332052352985106e-31
0.0,0.0,1.0
1.0,0.0,2.111576288856443e-31
0.0,0.0,1.0
0.0,1.0,7.036285233706499e-30
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,1.557509884024626e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.5638662119037915e-32
1.0,0.0,2.1115762888564133e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,5.083692717890507e-31
0.0,1.0,3.4191063344680092e-31
0.0,1.0,2.8598348867524307e-29
0.0,1.0,4.984349717682301e-31
0.0,1.0,5.352788914069577e-31
0.0,0.0,1.0
0.0,1.0,3.4872524920484455e-31
0.0,1.0,8.498112918628234e-30
0.0,1.0,5.771952923127653e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.4872524920484455e-31
0.0,1.0,2.8701587405862504e-32
0.0,1.0,3.4872524920484455e-31
0.0,1.0,4.384277022788584e-32
0.0,0.0,1.0
0.0,1.0,3.2679064424932968e-31
0.0,1.0,1.9805145769473458e-30
0.0,1.0,5.248187369539968e-31
0.0,1.0,2.927363831824598e-32
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,3.756306991981453e-30
0.0,1.0,6.115674184525879e-31
0.0,1.0,3.3330390372719727e-31
0.0,1.0,2.8701587405862504e-32
0.0,1.0,3.4872524920484455e-31
0.0,0.0,1.0
0.0,1.0,6.580317398139238e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.111576288856443e-31
0.0,0.0,1.0
1.0,0.0,4.4986313796215745e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.5501155744179432e-31
0.0,0.0,1.0
1.0,0.0,1.2390720481476231e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.2390720481476231e-31
1.0,0.0,1.3554533962766253e-31
1.0,0.0,1.2817896659250035e-31
1.0,0.0,4.604079039900977e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,5.196328546452214e-31
0.0,1.0,1.9456016420551225e-30
0.0,0.0,1.0
0.0,1.0,1.3400511117483264e-30
0.0,1.0,4.5638662119037915e-32
0.0,1.0,5.196328546452214e-31
0.0,1.0,5.171351963622711e-31
0.0,1.0,3.2679064424932968e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.07419320923092e-31
0.0,1.0,1.2332136583045327e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.4191063344680092e-31
0.0,1.0,3.4191063344680092e-31
0.0,1.0,4.5638662119037915e-32
0.0,0.0,1.0
0.0,1.0,3.2679064424932968e-31
0.0,0.0,1.0
0.0,1.0,3.4191063344680092e-31
0.0,1.0,3.2679064424932968e-31
0.0,1.0,3.4191063344680092e-31
0.0,1.0,6.077200960238442e-31
0.0,1.0,1.1769490586402322e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.3330390372719727e-31
0.0,1.0,3.3330390372719727e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,2.1476844341481548e-30
0.0,1.0,1.1276542166691632e-30
0.0,1.0,3.4191063344680092e-31
0.0,1.0,1.3705764178895347e-31
1.0,0.0,2.111576288856443e-31
1.0,0.0,2.111576288856443e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.111576288856443e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,8.938655881494657e-31
0.0,1.0,5.2827260838892156e-30
1.0,0.0,2.5881441941323908e-31
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
1.0,0.0,2.1115762888564133e-31
1.0,0.0,2.068811629564568e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.2679064424932968e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,9.795904877531684e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.4872524920484455e-31
0.0,1.0,7.807626674249219e-31
0.0,0.0,1.0
0.0,1.0,6.706799152886007e-31
0.0,1.0,1.1798286588527405e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,2.7990680503521863e-31
0.0,1.0,3.4872524920484455e-31
0.0,0.0,1.0
0.0,1.0,5.053811039995659e-31
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,1.0,7.345451947678943e-30
0.0,0.0,1.0
0.0,1.0,5.352788914069577e-31
0.0,1.0,5.196328546452214e-31
0.0,1.0,2.9169162897866813e-31
1.0,0.0,1.5501155744179432e-31
0.0,1.0,3.4872524920484455e-31
1.0,0.0,1.2646850586411086e-31
0.0,0.0,1.0
0.0,1.0,3.2692592555539064e-30
1.0,0.0,3.9341710115269177e-31
0.0,1.0,3.4872524920484455e-31
0.0,0.0,1.0
0.0,1.0,1.5465900273648598e-30
0.0,1.0,2.7443700516060494e-31
0.0,1.0,3.2236096097451724e-32
0.0,0.0,1.0
1.0,0.0,1.3289873999675656e-31
0.0,1.0,1.3307061270544842e-30
0.0,0.0,1.0
0.0,1.0,1.1567730327151539e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.068811629564568e-31
0.0,1.0,5.980126220769898e-30
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
0.0,0.0,1.0
1.0,0.0,1.2390720481476231e-31
0.0,0.0,1.0
0.0,1.0,2.6033574171694013e-35
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.3330390372719727e-31
0.0,1.0,1.1798286588527574e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,1.2583135090749384e-29
1.0,0.0,5.112604294691317e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.3280021017230495e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,1.558779469338826e-31
0.0,1.0,3.093198366310471e-31
0.0,0.0,1.0
1.0,0.0,1.3554533962766253e-31
0.0,1.0,3.634967112788428e-30
0.0,0.0,1.0
1.0,0.0,3.756306991981453e-30
0.0,1.0,1.8343607861758552e-29
0.0,0.0,1.0
1.0,0.0,1.2817896659250035e-31
0.0,1.0,1.2583135090749384e-29
0.0,1.0,2.1312136206910778e-30
0.0,1.0,1.26316217709059e-29
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.18696397707068e-30
0.0,0.0,1.0
0.0,1.0,4.5638662119037915e-32
0.0,0.0,1.0
0.0,1.0,3.895636039136378e-30
0.0,1.0,4.984349717682301e-31
0.0,1.0,6.706799152886007e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,2.031888923885871e-30
0.0,0.0,1.0
1.0,0.0,6.17247779143068e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.4191063344680092e-31
0.0,0.0,1.0
0.0,1.0,1.5465900273648598e-30
0.0,0.0,1.0
0.0,1.0,4.720092178324996e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.2679064424932968e-31
0.0,1.0,1.5465900273648598e-30
0.0,1.0,1.2902721375476475e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.384277022788584e-32
0.0,0.0,1.0
0.0,1.0,5.248187369539968e-31
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
1.0,0.0,2.111576288856443e-31
0.0,1.0,4.984349717682301e-31
1.0,0.0,2.111576288856443e-31
1.0,0.0,2.111576288856443e-31
1.0,0.0,2.111576288856443e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,4.984349717682301e-31
0.0,0.0,1.0
0.0,1.0,3.2679064424932968e-31
0.0,1.0,1.9075816603100206e-30
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.722315190855837e-31
0.0,0.0,1.0
0.0,1.0,5.1984796671310224e-30
0.0,0.0,1.0
0.0,1.0,3.3344188132296045e-30
0.0,0.0,1.0
0.0,1.0,1.2332136583045327e-30
0.0,0.0,1.0
0.0,1.0,1.3572284111125542e-30
0.0,0.0,1.0
1.0,0.0,8.938655881494657e-31
0.0,1.0,1.8393956000398167e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,3.895636039136323e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.0688116295645975e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,3.0423977228038823e-31
1.0,0.0,1.2646850586411086e-31
0.0,0.0,1.0
1.0,0.0,1.5501155744179432e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,1.0,1.3762325658638418e-28
0.0,0.0,1.0
1.0,0.0,1.2817896659250035e-31
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,5.0359086550998854e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.2646850586411086e-31
0.0,0.0,1.0
1.0,0.0,2.8333165844107923e-31
0.0,1.0,2.7476738063976148e-30
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.6051953312503875e-31
1.0,0.0,2.3812338892714133e-31
1.0,0.0,1.2646850586411086e-31
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,2.3812338892714133e-31
1.0,0.0,1.802778311124488e-30
