0	0.070833
1	0.111218
10	0.008974
11	0.014423
12	0.018910
13	0.010897
14	0.008333
15	0.023397
16	0.011218
17	0.016667
18	0.018590
19	0.005769
2	0.078526
20	0.007051
21	0.006090
22	0.005769
23	0.010256
24	0.003846
25	0.010897
26	0.005449
27	0.011538
28	0.008333
29	0.006090
3	0.043910
30	0.022436
31	0.006731
32	0.005128
33	0.008333
34	0.006731
35	0.009295
36	0.004808
37	0.005128
38	0.007372
39	0.008333
4	0.085897
40	0.008654
41	0.007372
42	0.006090
43	0.009615
44	0.008654
45	0.006731
46	0.004808
47	0.006090
48	0.006090
5	0.055769
50	0.011218
6	0.037821
7	0.055128
8	0.043269
9	0.045513
