comp0,comp1,comp2
0.4999999995614592,0.4999999995614592,8.770810533678309e-10
0.4999999995614592,0.4999999995614592,8.770810533678309e-10
0.4999999995614592,0.4999999995614592,8.770810533678309e-10
0.4999999995614592,0.4999999995614592,8.770810533678309e-10
0.4999999995614592,0.4999999995614592,8.770810533678309e-10
0.4999999995614592,0.4999999995614592,8.770810533678309e-10
0.49986290849506904,0.49986290849506904,0.00027418300986320146
1.1226848389950608e-123,1.1226848389950608e-123,1.0
1.1226848389950608e-123,1.1226848389950608e-123,1.0
4.609298990281602e-221,4.609298990281602e-221,1.0
4.609298990281602e-221,4.609298990281602e-221,1.0
1.2623551128340363e-263,1.2623551128340363e-263,1.0
7.0204267588e-313,7.0204267588e-313,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
