comp0,comp1,comp2
0.49999999999999906,0.49999999999999906,1.0365135713568329e-66
0.49999999999999906,0.49999999999999906,1.418936964152395e-38
0.49999999999999906,0.49999999999999906,6.746785332105565e-32
0.49999999999999906,0.49999999999999906,6.746785332101442e-32
0.49999999999999906,0.49999999999999906,8.104867927368237e-26
0.49999999999999906,0.49999999999999906,5.326970136979854e-23
0.49999999999999906,0.49999999999999906,5.326970136979854e-23
0.49999999999999906,0.49999999999999906,8.373767321995066e-18
0.49999999999999906,0.49999999999999906,2.0149546908525047e-15
0.4999999999998285,0.4999999999998285,3.493156635447614e-13
0.4999999999780788,0.4999999999780788,4.383821476464371e-11
0.4999999979970288,0.4999999979970288,4.005935883335376e-09
0.4999999979970288,0.4999999979970288,4.005935883335376e-09
0.49999986576176103,0.49999986576176103,2.684764824189737e-07
0.4999933418215435,0.4999933418215435,1.3316356919036067e-05
0.4999933418215435,0.4999933418215435,1.3316356919033605e-05
0.4999933418215435,0.4999933418215435,1.3316356919033605e-05
0.4999933418215435,0.4999933418215435,1.3316356919033605e-05
0.4999933418215435,0.4999933418215435,1.3316356919033605e-05
0.4999933418215435,0.4999933418215435,1.331635691903739e-05
0.49975287225326975,0.49975287225326975,0.0004942554934637955
0.49975287225326975,0.49975287225326975,0.0004942554934637955
0.49975287225326975,0.49975287225326975,0.0004942554934637955
0.49975287225326975,0.49975287225326975,0.0004942554934637533
0.49975287225326975,0.49975287225326975,0.0004942554934637955
0.4931185791900949,0.4931185791900949,0.013762841619807696
0.38306374454281095,0.38306374454281095,0.2338725109143805
0.07914474404920145,0.07914474404920145,0.8417105119016026
0.07914474404920145,0.07914474404920145,0.8417105119016026
0.07914474404920145,0.07914474404920145,0.8417105119016026
0.07914474404920145,0.07914474404920145,0.8417105119016026
0.07914474404920145,0.07914474404920145,0.8417105119016026
0.006443817200132358,0.006443817200132358,0.9871123655997424
0.0005183279131745543,0.0005183279131745543,0.9989633441736563
4.3433542881477046e-05,4.3433542881477046e-05,0.9999131329142414
4.3433542881477046e-05,4.3433542881477046e-05,0.9999131329142414
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
3.3460920173935673e-06,3.3460920173935673e-06,0.9999933078159664
4.7316479747291816e-09,4.7316479747291816e-09,0.9999999905367076
1.73931835244718e-11,1.73931835244718e-11,0.9999999999652118
1.7393183524472048e-11,1.7393183524472048e-11,0.9999999999652118
