1	0.175491
10	0.051755
11	0.015467
12	0.068114
13	0.027960
14	0.030339
17	0.004759
18	0.004462
19	0.005651
2	0.038073
20	0.010410
21	0.015467
23	0.004462
24	0.004462
25	0.001785
26	0.001785
27	0.001785
28	0.001785
29	0.006246
3	0.010708
32	0.006246
33	0.022011
34	0.005651
35	0.005651
36	0.006246
37	0.035693
38	0.001785
39	0.008626
4	0.010708
41	0.010410
43	0.004462
44	0.001785
46	0.021713
47	0.007733
48	0.007733
49	0.004462
5	0.066924
51	0.001785
52	0.001487
53	0.007733
54	0.004462
56	0.001487
57	0.004462
59	0.004462
6	0.005057
60	0.004164
61	0.004462
62	0.008031
64	0.004759
65	0.010410
66	0.010410
67	0.022011
68	0.004164
7	0.009518
70	0.022011
72	0.004462
75	0.004164
76	0.008031
77	0.008031
8	0.034503
85	0.007733
9	0.085961
90	0.007436
