1	0.558347
10	0.472772
11	-0.000000
12	0.390505
13	0.283943
14	0.139301
17	0.269734
18	-0.000000
19	-0.000000
2	0.293351
20	0.154341
21	-0.000000
23	0.276435
24	-0.000000
25	-0.000000
26	-0.000000
27	-0.000000
28	-0.000000
29	0.238373
3	-0.000000
32	-0.000000
33	-0.000000
34	-0.000000
35	-0.000000
36	-0.000000
37	0.297158
38	-0.000000
39	0.240019
4	0.256600
41	0.178111
43	-0.000000
44	-0.000000
46	0.389592
47	-0.000000
48	-0.000000
49	-0.000000
5	0.345869
51	-0.000000
52	-0.000000
53	-0.000000
54	0.276435
56	-0.000000
57	0.276435
59	-0.000000
6	0.281965
60	0.283054
61	-0.000000
62	0.208099
64	-0.000000
65	0.247568
66	0.154341
67	0.107401
68	-0.000000
7	0.228144
70	-0.000000
72	0.276435
75	-0.000000
76	0.208099
77	0.208099
8	0.433533
85	0.212610
9	0.372955
90	0.217322
