1	0.308748
10	0.262650
100	0.525299
102	0.708342
103	0.262650
104	0.459637
105	-0.000000
106	0.255020
107	-0.000000
108	-0.000000
109	0.360080
110	-0.000000
112	0.345638
113	-0.000000
116	-0.000000
12	-0.000000
121	0.671786
123	0.619765
124	0.539550
125	0.362137
126	0.262650
127	0.605982
128	0.393974
130	0.496297
134	0.525299
135	-0.000000
136	0.255020
137	-0.000000
139	-0.000000
14	-0.000000
140	-0.000000
143	0.262650
145	-0.000000
146	-0.000000
147	-0.000000
149	0.398345
15	0.162680
150	0.644431
152	-0.000000
153	0.587265
155	0.700651
159	-0.000000
16	-0.000000
160	0.262650
161	0.262650
162	0.654697
163	-0.000000
164	-0.000000
165	-0.000000
168	0.262650
169	0.527022
17	0.773384
171	0.609413
173	0.622729
174	0.241190
175	0.679167
176	0.410686
177	-0.000000
178	0.379953
18	0.504794
180	0.617809
182	0.500515
183	-0.000000
186	0.568017
187	-0.000000
189	-0.000000
19	0.262650
190	-0.000000
191	-0.000000
192	0.241190
193	0.155403
194	0.491404
195	0.393974
197	0.688497
198	0.262650
2	-0.000000
201	-0.000000
202	0.393974
203	-0.000000
204	0.635908
205	0.328740
206	0.393974
209	0.262650
210	0.241190
211	0.323189
212	0.262650
213	-0.000000
214	0.587265
215	0.393974
216	0.678764
217	-0.000000
219	0.241190
22	-0.000000
222	0.170728
223	-0.000000
224	0.393974
225	-0.000000
226	-0.000000
228	0.262650
229	0.262650
230	0.526546
233	0.689669
234	0.504794
238	0.416290
240	-0.000000
241	-0.000000
242	0.189614
244	0.775557
245	0.733748
247	0.262650
249	0.547210
25	0.314685
250	-0.000000
252	0.774213
253	0.170728
254	0.237852
255	-0.000000
256	0.416290
257	-0.000000
258	0.213082
259	-0.000000
26	-0.000000
261	0.566178
264	0.399734
267	0.654705
268	-0.000000
27	-0.000000
28	0.698901
284	0.399734
286	0.241190
287	0.625237
288	-0.000000
29	-0.000000
290	0.262650
291	-0.000000
292	-0.000000
293	0.785064
294	0.286086
296	0.286086
297	-0.000000
298	0.262650
3	0.416290
30	-0.000000
300	-0.000000
301	0.362137
302	0.483898
303	0.399734
304	-0.000000
305	0.262650
307	0.689669
309	0.262650
310	-0.000000
319	0.656624
32	0.241190
320	-0.000000
322	0.262650
323	0.591389
324	-0.000000
325	0.416290
326	0.380531
327	0.590961
328	0.262650
329	-0.000000
330	0.262650
332	0.262650
334	0.262650
335	-0.000000
336	0.664268
34	0.262650
340	-0.000000
341	0.635450
342	0.315998
343	0.577060
344	0.572586
345	0.671505
347	0.079681
348	-0.000000
355	-0.000000
357	-0.000000
358	0.213082
359	-0.000000
360	-0.000000
364	-0.000000
367	0.262650
37	-0.000000
371	-0.000000
373	0.442689
375	0.673814
379	0.504794
38	-0.000000
381	0.695086
384	0.262650
385	-0.000000
386	-0.000000
387	0.724719
389	0.750881
390	-0.000000
391	0.708191
395	0.393974
396	-0.000000
397	0.241190
398	0.416290
399	-0.000000
4	-0.000000
40	-0.000000
400	0.631840
402	0.688134
403	0.604427
404	-0.000000
406	-0.000000
407	0.459637
409	0.470794
412	0.416290
415	0.416290
417	-0.000000
47	0.213082
48	0.434884
49	-0.000000
50	0.393974
51	0.601060
53	0.678517
54	0.591389
55	-0.000000
56	0.262650
57	0.416290
58	0.662308
59	0.634255
60	0.213082
61	-0.000000
62	0.213082
64	-0.000000
65	0.649583
66	0.416290
67	0.570416
68	0.262650
69	-0.000000
70	0.608919
71	-0.000000
72	0.622182
74	-0.000000
75	0.383245
76	0.416290
77	-0.000000
78	0.241190
79	-0.000000
8	0.346369
80	-0.000000
81	0.328740
83	-0.000000
84	0.416290
86	0.724350
87	0.745322
89	0.646605
9	0.328740
91	-0.000000
93	-0.000000
94	0.262650
95	-0.000000
96	0.360080
97	0.602591
98	0.590903
99	0.640841
