1	0.009677
10	0.000553
100	0.002212
102	0.008018
103	0.000553
104	0.002212
105	0.000276
106	0.001382
107	0.000276
108	0.000276
109	0.001382
110	0.000553
112	0.005806
113	0.000276
116	0.000276
12	0.002488
121	0.004976
123	0.023777
124	0.006359
125	0.001935
126	0.000553
127	0.004700
128	0.001106
130	0.005253
134	0.001106
135	0.001382
136	0.001382
137	0.000553
139	0.001106
14	0.001382
140	0.000276
143	0.000553
145	0.000276
146	0.000553
147	0.000276
149	0.005529
15	0.003594
150	0.006359
152	0.000276
153	0.001935
155	0.006635
159	0.000276
16	0.000276
160	0.000553
161	0.000553
162	0.015482
163	0.000276
164	0.000276
165	0.000276
168	0.000553
169	0.011888
17	0.008847
171	0.011335
173	0.002765
174	0.000829
175	0.006082
176	0.006635
177	0.000276
178	0.002488
18	0.001382
180	0.004424
182	0.002212
183	0.000276
186	0.003041
187	0.000276
189	0.000276
19	0.000553
190	0.000553
191	0.000276
192	0.000829
193	0.001935
194	0.005529
195	0.001106
197	0.004976
198	0.000553
2	0.000276
201	0.000276
202	0.001106
203	0.000276
204	0.005529
205	0.001659
206	0.001106
209	0.000553
210	0.000829
211	0.018800
212	0.000553
213	0.000276
214	0.001935
215	0.001106
216	0.006635
217	0.000553
219	0.000829
22	0.000276
222	0.001659
223	0.000553
224	0.001106
225	0.000276
226	0.000276
228	0.000553
229	0.000553
230	0.005806
233	0.003318
234	0.001382
238	0.000829
240	0.000276
241	0.000276
242	0.001382
244	0.004424
245	0.012994
247	0.001106
249	0.016312
25	0.003871
250	0.000276
252	0.002488
253	0.001659
254	0.004147
255	0.000276
256	0.000829
257	0.000276
258	0.001106
259	0.000553
26	0.000276
261	0.002212
264	0.001382
267	0.031241
268	0.000276
27	0.000276
28	0.005529
284	0.001382
286	0.000829
287	0.007188
288	0.000276
29	0.000276
290	0.000553
291	0.000276
292	0.000276
293	0.016312
294	0.003871
296	0.003871
297	0.000276
298	0.000553
3	0.000829
30	0.000276
300	0.000276
301	0.001935
302	0.001935
303	0.001382
304	0.000276
305	0.000553
307	0.003318
309	0.000553
310	0.000276
319	0.002212
32	0.000829
320	0.000276
322	0.000553
323	0.001659
324	0.000276
325	0.000829
326	0.001935
327	0.002212
328	0.001106
329	0.001106
330	0.000553
332	0.000553
334	0.000553
335	0.000276
336	0.023224
34	0.000553
340	0.000276
341	0.002488
342	0.106995
343	0.023224
344	0.004424
345	0.003871
347	0.010229
348	0.001382
355	0.000276
357	0.000276
358	0.001106
359	0.000276
360	0.000276
364	0.000276
367	0.000553
37	0.000276
371	0.000276
373	0.002765
375	0.003594
379	0.001382
38	0.000276
381	0.002765
384	0.000553
385	0.000276
386	0.000276
387	0.010782
389	0.011059
390	0.000276
391	0.019630
395	0.001106
396	0.000276
397	0.000829
398	0.000829
399	0.000276
4	0.000276
40	0.000276
400	0.002212
402	0.005806
403	0.006635
404	0.000276
406	0.000276
407	0.002212
409	0.001659
412	0.000829
415	0.000829
417	0.000553
47	0.001106
48	0.007741
49	0.000276
50	0.001106
51	0.007741
53	0.015206
54	0.001659
55	0.000276
56	0.000553
57	0.000829
58	0.001935
59	0.030412
60	0.001106
61	0.000276
62	0.001106
64	0.000553
65	0.020182
66	0.000829
67	0.022394
68	0.000553
69	0.000276
70	0.008018
71	0.000553
72	0.018800
74	0.000276
75	0.001659
76	0.000829
77	0.000276
78	0.000829
79	0.000276
8	0.011612
80	0.000276
81	0.001659
83	0.000276
84	0.000829
86	0.008847
87	0.027094
89	0.021012
9	0.001659
91	0.000276
93	0.000276
94	0.000553
95	0.000276
96	0.001382
97	0.009677
98	0.009953
99	0.066906
