comp0,comp1,comp2
0.9999999999987708,1.227972454988008e-12,0.0
1.0,0.0,1.4130984157015215e-17
0.9999999999536335,4.636574883620312e-11,0.0
0.999999999982272,1.772903108892981e-11,0.0
0.0,1.0,0.0
0.999999999982272,1.7729031088927415e-11,0.0
0.9999999999991349,8.649332273963468e-13,0.0
0.9999999999438494,5.6151475233981083e-11,0.0
0.9999999999792113,2.0788457040530345e-11,0.0
1.0,0.0,1.4130984157018025e-17
1.0,0.0,1.4130984157019434e-17
0.9999999999952855,4.714280893453759e-12,0.0
0.9999999999992859,0.0,7.140701132327115e-13
0.9999999999999911,0.0,9.406346612446148e-15
1.0,0.0,1.413098415701863e-17
0.9999999999999982,0.0,1.1183801210929072e-15
0.0,0.0,1.0
1.0,0.0,1.4130984157018025e-17
1.0,0.0,3.610552387815129e-16
1.0,0.0,1.3219761978459858e-17
0.0,0.0,1.0
0.0,1.0,0.0
0.0,1.0,0.0
1.0,0.0,1.4130984157018025e-17
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999999999967848,3.2162939084766893e-12,0.0
0.9999999999968061,3.1950269439299215e-12,0.0
0.9999999999949516,5.048120902431699e-12,0.0
0.0,1.0,0.0
0.9999999999999982,0.0,2.0508399608304027e-15
0.9999999999999911,0.0,9.40634661244755e-15
1.0,0.0,1.4130984157018025e-17
1.0,0.0,1.4130984157020034e-17
1.0,0.0,1.4130984157017323e-17
0.9999999999999982,0.0,1.1183801210931218e-15
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.3219761978461174e-17
1.0,0.0,3.6105523878149745e-16
0.9999999999999982,0.0,2.0508399608306067e-15
0.0,0.0,1.0
1.0,0.0,1.3219761978459858e-17
1.0,0.0,1.4130984157018025e-17
1.0,0.0,1.4130984157019434e-17
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.9999999999992859,0.0,7.140701132327801e-13
0.9999999999994955,5.050130865491375e-13,0.0
0.0,1.0,0.0
1.0,0.0,1.413098415701662e-17
1.0,0.0,1.321976197845798e-17
0.0,0.0,1.0
1.0,0.0,1.413098415701662e-17
1.0,0.0,1.32197619784592e-17
1.0,0.0,1.4130984157017323e-17
1.0,0.0,1.4130984157019434e-17
1.0,0.0,1.4130984157019434e-17
1.0,0.0,1.3219761978460516e-17
1.0,0.0,1.413098415701662e-17
1.0,0.0,3.6105523878146156e-16
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999999999968061,3.1950269439297854e-12,0.0
0.9999999999608988,3.91009200272161e-11,0.0
1.0,0.0,1.4130984157017323e-17
0.9999999999733227,2.6676401712795016e-11,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9999999999608988,3.91009200272161e-11,0.0
0.0,1.0,0.0
0.9999999998275779,1.7242243610565764e-10,0.0
1.0,0.0,1.4130984157019434e-17
1.0,0.0,1.3219761978458544e-17
1.0,0.0,1.413098415701863e-17
1.0,0.0,1.413098415701863e-17
0.9999999999999982,0.0,2.0508399608308106e-15
1.0,0.0,1.4130984157019434e-17
0.9999999999999947,0.0,4.925240499690336e-15
1.0,0.0,1.3219761978460516e-17
0.9999999999999982,0.0,1.1183801210930662e-15
1.0,0.0,3.610552387815334e-16
1.0,0.0,3.610552387815129e-16
0.9999999999999982,0.0,1.1183801210931774e-15
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.0,0.0,1.4130984157019434e-17
1.0,0.0,3.610552387815129e-16
1.0,0.0,1.4130984157017323e-17
1.0,0.0,1.4130984157018025e-17
0.9999999999664553,3.354337766643124e-11,0.0
0.9999999999735003,2.650001046697358e-11,0.0
0.9999999999546141,4.5386426984370264e-11,0.0
0.9999999999581313,4.186983681165673e-11,0.0
1.0,0.0,1.413098415701863e-17
0.999999999995957,4.044224645454049e-12,0.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,3.610552387815488e-16
0.9999999999608988,3.910092002721263e-11,0.0
0.9999999999967848,3.2162939084771235e-12,0.0
1.0,0.0,1.4130984157020034e-17
0.0,0.0,1.0
1.0,0.0,1.3219761978458544e-17
1.0,0.0,1.3219761978461174e-17
0.0,1.0,0.0
0.999999999995957,4.044224645453676e-12,0.0
1.0,0.0,1.4130984157018025e-17
0.0,0.0,1.0
1.0,0.0,1.4130984157015215e-17
1.0,0.0,1.413098415701863e-17
1.0,0.0,1.4130984157020034e-17
1.0,0.0,1.4130984157018025e-17
1.0,0.0,3.603703952887008e-16
1.0,0.0,1.413098415701863e-17
1.0,0.0,1.4130984157018025e-17
0.0,0.0,1.0
1.0,0.0,1.413098415701602e-17
0.0,0.0,1.0
1.0,0.0,1.4130984157018025e-17
1.0,0.0,1.3219761978457228e-17
