0	0.052244
1	0.068910
10	0.012179
11	0.010256
12	0.012500
13	0.010256
14	0.011538
15	0.007051
16	0.011538
17	0.008654
18	0.011538
19	0.007692
2	0.077885
20	0.011538
21	0.012821
22	0.007051
23	0.008974
24	0.007692
25	0.012821
26	0.005128
27	0.006731
28	0.011538
29	0.008654
3	0.056090
30	0.008974
31	0.007692
32	0.008974
33	0.010256
34	0.009936
35	0.008974
36	0.010256
37	0.011538
38	0.008654
39	0.010256
4	0.064423
40	0.008974
41	0.008974
42	0.010256
43	0.010256
44	0.008974
45	0.009936
46	0.006410
47	0.004167
48	0.008974
49	0.008974
5	0.073397
50	0.006731
6	0.052885
7	0.053205
8	0.066346
9	0.050321
